Name,Kauffman,Kauffman (vector),Symmetry Type
12a_794,(-a^(-10)+ a^(-8)+ 7*a^(-6)+ 6*a^(-4))*z^(0)+ (-a^(-13)+ 2*a^(-11)-a^(-9)-11*a^(-7)-7*a^(-5))*z^(1)+ (-a^(-16)+ 2*a^(-14)-3*a^(-12)+ 6*a^(-10)+ 9*a^(-8)-20*a^(-6)-17*a^(-4))*z^(2)+ (-3*a^(-15)+ 6*a^(-13)-10*a^(-11)+ 2*a^(-9)+ 30*a^(-7)+ 9*a^(-5))*z^(3)+ (a^(-16)-6*a^(-14)+ 11*a^(-12)-13*a^(-10)-25*a^(-8)+ 23*a^(-6)+ 17*a^(-4))*z^(4)+ (3*a^(-15)-9*a^(-13)+ 16*a^(-11)+ a^(-9)-26*a^(-7)+ a^(-5))*z^(5)+ (5*a^(-14)-12*a^(-12)+ 11*a^(-10)+ 27*a^(-8)-8*a^(-6)-7*a^(-4))*z^(6)+ (6*a^(-13)-13*a^(-11)-5*a^(-9)+ 10*a^(-7)-4*a^(-5))*z^(7)+ (6*a^(-12)-8*a^(-10)-17*a^(-8)-2*a^(-6)+ a^(-4))*z^(8)+ (5*a^(-11)-4*a^(-7)+ a^(-5))*z^(9)+ (3*a^(-10)+ 4*a^(-8)+ a^(-6))*z^(10)+ (a^(-9)+ a^(-7))*z^(11),[0; 11; [-10; -4; -1; 0; 1; 0; 7; 0; 6]; [-13; -5; -1; 0; 2; 0; -1; 0; -11; 0; -7]; [-16; -4; -1; 0; 2; 0; -3; 0; 6; 0; 9; 0; -20; 0; -17]; [-15; -5; -3; 0; 6; 0; -10; 0; 2; 0; 30; 0; 9]; [-16; -4; 1; 0; -6; 0; 11; 0; -13; 0; -25; 0; 23; 0; 17]; [-15; -5; 3; 0; -9; 0; 16; 0; 1; 0; -26; 0; 1]; [-14; -4; 5; 0; -12; 0; 11; 0; 27; 0; -8; 0; -7]; [-13; -5; 6; 0; -13; 0; -5; 0; 10; 0; -4]; [-12; -4; 6; 0; -8; 0; -17; 0; -2; 0; 1]; [-11; -5; 5; 0; 0; 0; -4; 0; 1]; [-10; -6; 3; 0; 4; 0; 1]; [-9; -7; 1; 0; 1]],reversible
12a_795,(-a^(-10)+ 3*a^(-6)+ a^(-4)-2*a^(-2))*z^(0)+ (3*a^(-11)-2*a^(-9)-10*a^(-7)-4*a^(-5)+ a^(-3))*z^(1)+ (2*a^(-14)-4*a^(-12)+ 4*a^(-10)+ 7*a^(-8)-10*a^(-6)-2*a^(-4)+ 5*a^(-2))*z^(2)+ (5*a^(-13)-11*a^(-11)+ 5*a^(-9)+ 25*a^(-7)+ 6*a^(-5)+ 2*a^(-3))*z^(3)+ (-3*a^(-14)+ 11*a^(-12)-6*a^(-10)-13*a^(-8)+ 14*a^(-6)+ 3*a^(-4)-4*a^(-2))*z^(4)+ (-8*a^(-13)+ 12*a^(-11)-2*a^(-9)-20*a^(-7)-3*a^(-5)-5*a^(-3))*z^(5)+ (a^(-14)-13*a^(-12)+ a^(-10)+ 12*a^(-8)-10*a^(-6)-6*a^(-4)+ a^(-2))*z^(6)+ (3*a^(-13)-11*a^(-11)-5*a^(-9)+ 4*a^(-7)-3*a^(-5)+ 2*a^(-3))*z^(7)+ (5*a^(-12)-2*a^(-10)-8*a^(-8)+ 2*a^(-6)+ 3*a^(-4))*z^(8)+ (5*a^(-11)+ 4*a^(-9)+ 2*a^(-7)+ 3*a^(-5))*z^(9)+ (3*a^(-10)+ 5*a^(-8)+ 2*a^(-6))*z^(10)+ (a^(-9)+ a^(-7))*z^(11),[0; 11; [-10; -2; -1; 0; 0; 0; 3; 0; 1; 0; -2]; [-11; -3; 3; 0; -2; 0; -10; 0; -4; 0; 1]; [-14; -2; 2; 0; -4; 0; 4; 0; 7; 0; -10; 0; -2; 0; 5]; [-13; -3; 5; 0; -11; 0; 5; 0; 25; 0; 6; 0; 2]; [-14; -2; -3; 0; 11; 0; -6; 0; -13; 0; 14; 0; 3; 0; -4]; [-13; -3; -8; 0; 12; 0; -2; 0; -20; 0; -3; 0; -5]; [-14; -2; 1; 0; -13; 0; 1; 0; 12; 0; -10; 0; -6; 0; 1]; [-13; -3; 3; 0; -11; 0; -5; 0; 4; 0; -3; 0; 2]; [-12; -4; 5; 0; -2; 0; -8; 0; 2; 0; 3]; [-11; -5; 5; 0; 4; 0; 2; 0; 3]; [-10; -6; 3; 0; 5; 0; 2]; [-9; -7; 1; 0; 1]],reversible
12a_796,(-a^(-10)-a^(-8)-2*a^(-4)-3*a^(-2))*z^(0)+ (-a^(-13)-2*a^(-9)-4*a^(-7)+ a^(-5)+ 2*a^(-3))*z^(1)+ (3*a^(-14)-a^(-12)+ 7*a^(-10)+ 12*a^(-8)-a^(-6)+ 5*a^(-4)+ 7*a^(-2))*z^(2)+ (7*a^(-13)-5*a^(-11)+ 6*a^(-9)+ 15*a^(-7)-3*a^(-5))*z^(3)+ (-4*a^(-14)+ 5*a^(-12)-22*a^(-10)-35*a^(-8)-2*a^(-6)-3*a^(-4)-5*a^(-2))*z^(4)+ (-8*a^(-13)+ 10*a^(-11)-8*a^(-9)-20*a^(-7)+ 3*a^(-5)-3*a^(-3))*z^(5)+ (a^(-14)-7*a^(-12)+ 24*a^(-10)+ 41*a^(-8)+ 6*a^(-6)-2*a^(-4)+ a^(-2))*z^(6)+ (2*a^(-13)-8*a^(-11)+ 10*a^(-9)+ 16*a^(-7)-3*a^(-5)+ a^(-3))*z^(7)+ (2*a^(-12)-11*a^(-10)-18*a^(-8)-4*a^(-6)+ a^(-4))*z^(8)+ (2*a^(-11)-5*a^(-9)-6*a^(-7)+ a^(-5))*z^(9)+ (2*a^(-10)+ 3*a^(-8)+ a^(-6))*z^(10)+ (a^(-9)+ a^(-7))*z^(11),[0; 11; [-10; -2; -1; 0; -1; 0; 0; 0; -2; 0; -3]; [-13; -3; -1; 0; 0; 0; -2; 0; -4; 0; 1; 0; 2]; [-14; -2; 3; 0; -1; 0; 7; 0; 12; 0; -1; 0; 5; 0; 7]; [-13; -5; 7; 0; -5; 0; 6; 0; 15; 0; -3]; [-14; -2; -4; 0; 5; 0; -22; 0; -35; 0; -2; 0; -3; 0; -5]; [-13; -3; -8; 0; 10; 0; -8; 0; -20; 0; 3; 0; -3]; [-14; -2; 1; 0; -7; 0; 24; 0; 41; 0; 6; 0; -2; 0; 1]; [-13; -3; 2; 0; -8; 0; 10; 0; 16; 0; -3; 0; 1]; [-12; -4; 2; 0; -11; 0; -18; 0; -4; 0; 1]; [-11; -5; 2; 0; -5; 0; -6; 0; 1]; [-10; -6; 2; 0; 3; 0; 1]; [-9; -7; 1; 0; 1]],reversible
12a_797,(-a^(-10)-a^(-8)-a^(-4)-a^(-2)+ 1)*z^(0)+ (2*a^(-11)-a^(-9)-3*a^(-7)+ 2*a^(-5)+ 2*a^(-3))*z^(1)+ (-6*a^(-12)+ 3*a^(-10)+ 8*a^(-8)-2*a^(-6)+ 3*a^(-4)+ 2*a^(-2)-2)*z^(2)+ (-12*a^(-11)+ 4*a^(-9)+ 9*a^(-7)-7*a^(-5)-2*a^(-3)-2*a^(-1))*z^(3)+ (11*a^(-12)-5*a^(-10)-15*a^(-8)+ 3*a^(-6)-2*a^(-4)-3*a^(-2)+ 1)*z^(4)+ (19*a^(-11)+ 2*a^(-9)-7*a^(-7)+ 7*a^(-5)-a^(-3)+ 2*a^(-1))*z^(5)+ (-6*a^(-12)+ 11*a^(-10)+ 20*a^(-8)-2*a^(-6)-2*a^(-4)+ 3*a^(-2))*z^(6)+ (-11*a^(-11)-3*a^(-9)-a^(-7)-6*a^(-5)+ 3*a^(-3))*z^(7)+ (a^(-12)-9*a^(-10)-16*a^(-8)-3*a^(-6)+ 3*a^(-4))*z^(8)+ (2*a^(-11)-2*a^(-9)-a^(-7)+ 3*a^(-5))*z^(9)+ (2*a^(-10)+ 4*a^(-8)+ 2*a^(-6))*z^(10)+ (a^(-9)+ a^(-7))*z^(11),[0; 11; [-10; 0; -1; 0; -1; 0; 0; 0; -1; 0; -1; 0; 1]; [-11; -3; 2; 0; -1; 0; -3; 0; 2; 0; 2]; [-12; 0; -6; 0; 3; 0; 8; 0; -2; 0; 3; 0; 2; 0; -2]; [-11; -1; -12; 0; 4; 0; 9; 0; -7; 0; -2; 0; -2]; [-12; 0; 11; 0; -5; 0; -15; 0; 3; 0; -2; 0; -3; 0; 1]; [-11; -1; 19; 0; 2; 0; -7; 0; 7; 0; -1; 0; 2]; [-12; -2; -6; 0; 11; 0; 20; 0; -2; 0; -2; 0; 3]; [-11; -3; -11; 0; -3; 0; -1; 0; -6; 0; 3]; [-12; -4; 1; 0; -9; 0; -16; 0; -3; 0; 3]; [-11; -5; 2; 0; -2; 0; -1; 0; 3]; [-10; -6; 2; 0; 4; 0; 2]; [-9; -7; 1; 0; 1]],reversible
12a_798,(-a^(-10)+ 4*a^(-6)+ 3*a^(-4)-a^(-2))*z^(0)+ (4*a^(-11)+ a^(-9)-9*a^(-7)-6*a^(-5))*z^(1)+ (a^(-14)-7*a^(-12)-3*a^(-10)-2*a^(-8)-18*a^(-6)-8*a^(-4)+ 3*a^(-2))*z^(2)+ (3*a^(-13)-11*a^(-11)+ 4*a^(-9)+ 23*a^(-7)+ 8*a^(-5)+ 3*a^(-3))*z^(3)+ (-2*a^(-14)+ 15*a^(-12)+ 14*a^(-10)+ 15*a^(-8)+ 32*a^(-6)+ 11*a^(-4)-3*a^(-2))*z^(4)+ (-7*a^(-13)+ 16*a^(-11)+ 12*a^(-9)-7*a^(-7)-2*a^(-5)-6*a^(-3))*z^(5)+ (a^(-14)-19*a^(-12)-19*a^(-10)-13*a^(-8)-27*a^(-6)-12*a^(-4)+ a^(-2))*z^(6)+ (4*a^(-13)-21*a^(-11)-33*a^(-9)-19*a^(-7)-8*a^(-5)+ 3*a^(-3))*z^(7)+ (9*a^(-12)-10*a^(-8)+ 5*a^(-6)+ 6*a^(-4))*z^(8)+ (11*a^(-11)+ 16*a^(-9)+ 12*a^(-7)+ 7*a^(-5))*z^(9)+ (7*a^(-10)+ 12*a^(-8)+ 5*a^(-6))*z^(10)+ (2*a^(-9)+ 2*a^(-7))*z^(11),[0; 11; [-10; -2; -1; 0; 0; 0; 4; 0; 3; 0; -1]; [-11; -5; 4; 0; 1; 0; -9; 0; -6]; [-14; -2; 1; 0; -7; 0; -3; 0; -2; 0; -18; 0; -8; 0; 3]; [-13; -3; 3; 0; -11; 0; 4; 0; 23; 0; 8; 0; 3]; [-14; -2; -2; 0; 15; 0; 14; 0; 15; 0; 32; 0; 11; 0; -3]; [-13; -3; -7; 0; 16; 0; 12; 0; -7; 0; -2; 0; -6]; [-14; -2; 1; 0; -19; 0; -19; 0; -13; 0; -27; 0; -12; 0; 1]; [-13; -3; 4; 0; -21; 0; -33; 0; -19; 0; -8; 0; 3]; [-12; -4; 9; 0; 0; 0; -10; 0; 5; 0; 6]; [-11; -5; 11; 0; 16; 0; 12; 0; 7]; [-10; -6; 7; 0; 12; 0; 5]; [-9; -7; 2; 0; 2]],chiral
12a_799,(-a^(-4)-3*a^(-2)-2-a^2)*z^(0)+ (a^(-7)+ 3*a^(-5)+ a^(-3)-3*a^(-1)-2*a)*z^(1)+ (-3*a^(-8)-a^(-6)+ 10*a^(-4)+ 13*a^(-2)+ 8+ 3*a^2)*z^(2)+ (3*a^(-9)-11*a^(-7)-26*a^(-5)-7*a^(-3)+ 12*a^(-1)+ 7*a)*z^(3)+ (-2*a^(-10)+ 13*a^(-8)+ 3*a^(-6)-29*a^(-4)-19*a^(-2)-5-3*a^2)*z^(4)+ (-9*a^(-9)+ 26*a^(-7)+ 53*a^(-5)+ 12*a^(-3)-14*a^(-1)-8*a)*z^(5)+ (a^(-10)-20*a^(-8)+ 6*a^(-6)+ 41*a^(-4)+ 8*a^(-2)-5+ a^2)*z^(6)+ (4*a^(-9)-27*a^(-7)-39*a^(-5)-11*a^(-3)+ 3*a)*z^(7)+ (8*a^(-8)-13*a^(-6)-29*a^(-4)-4*a^(-2)+ 4)*z^(8)+ (10*a^(-7)+ 10*a^(-5)+ 4*a^(-3)+ 4*a^(-1))*z^(9)+ (7*a^(-6)+ 11*a^(-4)+ 4*a^(-2))*z^(10)+ (2*a^(-5)+ 2*a^(-3))*z^(11),[0; 11; [-4; 2; -1; 0; -3; 0; -2; 0; -1]; [-7; 1; 1; 0; 3; 0; 1; 0; -3; 0; -2]; [-8; 2; -3; 0; -1; 0; 10; 0; 13; 0; 8; 0; 3]; [-9; 1; 3; 0; -11; 0; -26; 0; -7; 0; 12; 0; 7]; [-10; 2; -2; 0; 13; 0; 3; 0; -29; 0; -19; 0; -5; 0; -3]; [-9; 1; -9; 0; 26; 0; 53; 0; 12; 0; -14; 0; -8]; [-10; 2; 1; 0; -20; 0; 6; 0; 41; 0; 8; 0; -5; 0; 1]; [-9; 1; 4; 0; -27; 0; -39; 0; -11; 0; 0; 0; 3]; [-8; 0; 8; 0; -13; 0; -29; 0; -4; 0; 4]; [-7; -1; 10; 0; 10; 0; 4; 0; 4]; [-6; -2; 7; 0; 11; 0; 4]; [-5; -3; 2; 0; 2]],reversible
12a_800,(-a^(-10)-a^(-8)-a^(-6)-4*a^(-4)-4*a^(-2))*z^(0)+ (2*a^(-11)-a^(-9)-a^(-7)+ 6*a^(-5)+ 4*a^(-3))*z^(1)+ (a^(-14)-5*a^(-12)+ 4*a^(-10)+ 10*a^(-8)+ a^(-6)+ 9*a^(-4)+ 8*a^(-2))*z^(2)+ (4*a^(-13)-12*a^(-11)-a^(-9)+ 7*a^(-7)-10*a^(-5)-2*a^(-3))*z^(3)+ (-3*a^(-14)+ 15*a^(-12)-5*a^(-10)-28*a^(-8)-7*a^(-6)-7*a^(-4)-5*a^(-2))*z^(4)+ (-9*a^(-13)+ 22*a^(-11)+ 11*a^(-9)-15*a^(-7)+ 3*a^(-5)-2*a^(-3))*z^(5)+ (a^(-14)-17*a^(-12)+ 10*a^(-10)+ 35*a^(-8)+ 6*a^(-6)+ a^(-2))*z^(6)+ (3*a^(-13)-18*a^(-11)-6*a^(-9)+ 13*a^(-7)-a^(-5)+ a^(-3))*z^(7)+ (5*a^(-12)-9*a^(-10)-17*a^(-8)-2*a^(-6)+ a^(-4))*z^(8)+ (5*a^(-11)-4*a^(-7)+ a^(-5))*z^(9)+ (3*a^(-10)+ 4*a^(-8)+ a^(-6))*z^(10)+ (a^(-9)+ a^(-7))*z^(11),[0; 11; [-10; -2; -1; 0; -1; 0; -1; 0; -4; 0; -4]; [-11; -3; 2; 0; -1; 0; -1; 0; 6; 0; 4]; [-14; -2; 1; 0; -5; 0; 4; 0; 10; 0; 1; 0; 9; 0; 8]; [-13; -3; 4; 0; -12; 0; -1; 0; 7; 0; -10; 0; -2]; [-14; -2; -3; 0; 15; 0; -5; 0; -28; 0; -7; 0; -7; 0; -5]; [-13; -3; -9; 0; 22; 0; 11; 0; -15; 0; 3; 0; -2]; [-14; -2; 1; 0; -17; 0; 10; 0; 35; 0; 6; 0; 0; 0; 1]; [-13; -3; 3; 0; -18; 0; -6; 0; 13; 0; -1; 0; 1]; [-12; -4; 5; 0; -9; 0; -17; 0; -2; 0; 1]; [-11; -5; 5; 0; 0; 0; -4; 0; 1]; [-10; -6; 3; 0; 4; 0; 1]; [-9; -7; 1; 0; 1]],reversible
12a_801,(5*a^(-8)+ 12*a^(-6)+ 8*a^(-4))*z^(0)+ (-14*a^(-9)-26*a^(-7)-12*a^(-5))*z^(1)+ (3*a^(-14)+ 11*a^(-10)+ 4*a^(-8)-30*a^(-6)-20*a^(-4))*z^(2)+ (-a^(-15)+ 7*a^(-13)-3*a^(-11)+ 29*a^(-9)+ 56*a^(-7)+ 16*a^(-5))*z^(3)+ (a^(-16)-8*a^(-14)+ 6*a^(-12)-10*a^(-10)-9*a^(-8)+ 34*a^(-6)+ 18*a^(-4))*z^(4)+ (4*a^(-15)-17*a^(-13)-13*a^(-9)-37*a^(-7)-3*a^(-5))*z^(5)+ (9*a^(-14)-19*a^(-12)-10*a^(-10)+ 10*a^(-8)-15*a^(-6)-7*a^(-4))*z^(6)+ (13*a^(-13)-11*a^(-11)-13*a^(-9)+ 8*a^(-7)-3*a^(-5))*z^(7)+ (13*a^(-12)+ a^(-10)-13*a^(-8)+ a^(-4))*z^(8)+ (9*a^(-11)+ 6*a^(-9)-2*a^(-7)+ a^(-5))*z^(9)+ (4*a^(-10)+ 5*a^(-8)+ a^(-6))*z^(10)+ (a^(-9)+ a^(-7))*z^(11),[0; 11; [-8; -4; 5; 0; 12; 0; 8]; [-9; -5; -14; 0; -26; 0; -12]; [-14; -4; 3; 0; 0; 0; 11; 0; 4; 0; -30; 0; -20]; [-15; -5; -1; 0; 7; 0; -3; 0; 29; 0; 56; 0; 16]; [-16; -4; 1; 0; -8; 0; 6; 0; -10; 0; -9; 0; 34; 0; 18]; [-15; -5; 4; 0; -17; 0; 0; 0; -13; 0; -37; 0; -3]; [-14; -4; 9; 0; -19; 0; -10; 0; 10; 0; -15; 0; -7]; [-13; -5; 13; 0; -11; 0; -13; 0; 8; 0; -3]; [-12; -4; 13; 0; 1; 0; -13; 0; 0; 0; 1]; [-11; -5; 9; 0; 6; 0; -2; 0; 1]; [-10; -6; 4; 0; 5; 0; 1]; [-9; -7; 1; 0; 1]],reversible
12a_802,(-a^(-10)-a^(-8)+ a^(-2)+ 2)*z^(0)+ (a^(-11)-3*a^(-9)-4*a^(-7)-a^(-3)-a^(-1))*z^(1)+ (-4*a^(-12)+ 8*a^(-10)+ 13*a^(-8)-2*a^(-2)-3)*z^(2)+ (-11*a^(-11)+ 8*a^(-9)+ 15*a^(-7)-a^(-5)+ 2*a^(-3)-a^(-1))*z^(3)+ (10*a^(-12)-19*a^(-10)-37*a^(-8)-4*a^(-6)+ 3*a^(-4)+ 1)*z^(4)+ (21*a^(-11)-9*a^(-9)-24*a^(-7)+ 4*a^(-5)-a^(-3)+ a^(-1))*z^(5)+ (-6*a^(-12)+ 23*a^(-10)+ 38*a^(-8)+ 6*a^(-6)-2*a^(-4)+ a^(-2))*z^(6)+ (-12*a^(-11)+ 8*a^(-9)+ 16*a^(-7)-3*a^(-5)+ a^(-3))*z^(7)+ (a^(-12)-12*a^(-10)-18*a^(-8)-4*a^(-6)+ a^(-4))*z^(8)+ (2*a^(-11)-5*a^(-9)-6*a^(-7)+ a^(-5))*z^(9)+ (2*a^(-10)+ 3*a^(-8)+ a^(-6))*z^(10)+ (a^(-9)+ a^(-7))*z^(11),[0; 11; [-10; 0; -1; 0; -1; 0; 0; 0; 0; 0; 1; 0; 2]; [-11; -1; 1; 0; -3; 0; -4; 0; 0; 0; -1; 0; -1]; [-12; 0; -4; 0; 8; 0; 13; 0; 0; 0; 0; 0; -2; 0; -3]; [-11; -1; -11; 0; 8; 0; 15; 0; -1; 0; 2; 0; -1]; [-12; 0; 10; 0; -19; 0; -37; 0; -4; 0; 3; 0; 0; 0; 1]; [-11; -1; 21; 0; -9; 0; -24; 0; 4; 0; -1; 0; 1]; [-12; -2; -6; 0; 23; 0; 38; 0; 6; 0; -2; 0; 1]; [-11; -3; -12; 0; 8; 0; 16; 0; -3; 0; 1]; [-12; -4; 1; 0; -12; 0; -18; 0; -4; 0; 1]; [-11; -5; 2; 0; -5; 0; -6; 0; 1]; [-10; -6; 2; 0; 3; 0; 1]; [-9; -7; 1; 0; 1]],reversible
12a_803,(-a^(-10)-a^(-8)-a^2)*z^(0)+ (-5*a^(-9)-5*a^(-7))*z^(1)+ (15*a^(-10)+ 16*a^(-8)+ a^2)*z^(2)+ (25*a^(-9)+ 21*a^(-7)-a^(-5)+ a^(-3)-a^(-1)+ a)*z^(3)+ (-35*a^(-10)-45*a^(-8)-4*a^(-6)+ 3*a^(-4)-2*a^(-2)+ 1)*z^(4)+ (-41*a^(-9)-31*a^(-7)+ 6*a^(-5)-3*a^(-3)+ a^(-1))*z^(5)+ (28*a^(-10)+ 43*a^(-8)+ 10*a^(-6)-4*a^(-4)+ a^(-2))*z^(6)+ (29*a^(-9)+ 23*a^(-7)-5*a^(-5)+ a^(-3))*z^(7)+ (-9*a^(-10)-16*a^(-8)-6*a^(-6)+ a^(-4))*z^(8)+ (-9*a^(-9)-8*a^(-7)+ a^(-5))*z^(9)+ (a^(-10)+ 2*a^(-8)+ a^(-6))*z^(10)+ (a^(-9)+ a^(-7))*z^(11),[0; 11; [-10; 2; -1; 0; -1; 0; 0; 0; 0; 0; 0; 0; 0; 0; -1]; [-9; -7; -5; 0; -5]; [-10; 2; 15; 0; 16; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1]; [-9; 1; 25; 0; 21; 0; -1; 0; 1; 0; -1; 0; 1]; [-10; 0; -35; 0; -45; 0; -4; 0; 3; 0; -2; 0; 1]; [-9; -1; -41; 0; -31; 0; 6; 0; -3; 0; 1]; [-10; -2; 28; 0; 43; 0; 10; 0; -4; 0; 1]; [-9; -3; 29; 0; 23; 0; -5; 0; 1]; [-10; -4; -9; 0; -16; 0; -6; 0; 1]; [-9; -5; -9; 0; -8; 0; 1]; [-10; -6; 1; 0; 2; 0; 1]; [-9; -7; 1; 0; 1]],reversible
12a_804,(a^(-10)+ 4*a^(-8)+ 7*a^(-6)+ 5*a^(-4))*z^(0)+ (-a^(-11)-a^(-9)+ a^(-7)+ 3*a^(-5)+ 2*a^(-3))*z^(1)+ (-5*a^(-10)-19*a^(-8)-32*a^(-6)-24*a^(-4)-6*a^(-2))*z^(2)+ (4*a^(-11)+ 2*a^(-9)-17*a^(-7)-23*a^(-5)-6*a^(-3)+ 2*a^(-1))*z^(3)+ (-2*a^(-12)+ 16*a^(-10)+ 45*a^(-8)+ 49*a^(-6)+ 36*a^(-4)+ 14*a^(-2))*z^(4)+ (a^(-13)-13*a^(-11)+ 7*a^(-9)+ 62*a^(-7)+ 60*a^(-5)+ 16*a^(-3)-3*a^(-1))*z^(5)+ (5*a^(-12)-31*a^(-10)-48*a^(-8)-15*a^(-6)-16*a^(-4)-13*a^(-2))*z^(6)+ (13*a^(-11)-29*a^(-9)-80*a^(-7)-58*a^(-5)-19*a^(-3)+ a^(-1))*z^(7)+ (21*a^(-10)+ 4*a^(-8)-30*a^(-6)-9*a^(-4)+ 4*a^(-2))*z^(8)+ (21*a^(-9)+ 29*a^(-7)+ 15*a^(-5)+ 7*a^(-3))*z^(9)+ (12*a^(-8)+ 19*a^(-6)+ 7*a^(-4))*z^(10)+ (3*a^(-7)+ 3*a^(-5))*z^(11),[0; 11; [-10; -4; 1; 0; 4; 0; 7; 0; 5]; [-11; -3; -1; 0; -1; 0; 1; 0; 3; 0; 2]; [-10; -2; -5; 0; -19; 0; -32; 0; -24; 0; -6]; [-11; -1; 4; 0; 2; 0; -17; 0; -23; 0; -6; 0; 2]; [-12; -2; -2; 0; 16; 0; 45; 0; 49; 0; 36; 0; 14]; [-13; -1; 1; 0; -13; 0; 7; 0; 62; 0; 60; 0; 16; 0; -3]; [-12; -2; 5; 0; -31; 0; -48; 0; -15; 0; -16; 0; -13]; [-11; -1; 13; 0; -29; 0; -80; 0; -58; 0; -19; 0; 1]; [-10; -2; 21; 0; 4; 0; -30; 0; -9; 0; 4]; [-9; -3; 21; 0; 29; 0; 15; 0; 7]; [-8; -4; 12; 0; 19; 0; 7]; [-7; -5; 3; 0; 3]],chiral
12a_805,(a^2+ 5*a^4+ 3*a^6)*z^(0)+ (-2*a^5+ 2*a^9)*z^(1)+ (2*a^2-a^4+ 4*a^8+ a^10)*z^(2)+ (-8*a-19*a^3-13*a^5-2*a^7-3*a^9-3*a^11)*z^(3)+ (3-24*a^2-45*a^4-14*a^6-4*a^8-7*a^10+ a^12)*z^(4)+ (24*a+ 43*a^3+ 39*a^5+ 9*a^7-7*a^9+ 4*a^11)*z^(5)+ (-4+ 45*a^2+ 89*a^4+ 24*a^6-9*a^8+ 7*a^10)*z^(6)+ (-19*a-19*a^3-25*a^5-17*a^7+ 8*a^9)*z^(7)+ (1-30*a^2-61*a^4-22*a^6+ 8*a^8)*z^(8)+ (4*a-6*a^3-2*a^5+ 8*a^7)*z^(9)+ (6*a^2+ 13*a^4+ 7*a^6)*z^(10)+ (3*a^3+ 3*a^5)*z^(11),[0; 11; [2; 6; 1; 0; 5; 0; 3]; [5; 9; -2; 0; 0; 0; 2]; [2; 10; 2; 0; -1; 0; 0; 0; 4; 0; 1]; [1; 11; -8; 0; -19; 0; -13; 0; -2; 0; -3; 0; -3]; [0; 12; 3; 0; -24; 0; -45; 0; -14; 0; -4; 0; -7; 0; 1]; [1; 11; 24; 0; 43; 0; 39; 0; 9; 0; -7; 0; 4]; [0; 10; -4; 0; 45; 0; 89; 0; 24; 0; -9; 0; 7]; [1; 9; -19; 0; -19; 0; -25; 0; -17; 0; 8]; [0; 8; 1; 0; -30; 0; -61; 0; -22; 0; 8]; [1; 7; 4; 0; -6; 0; -2; 0; 8]; [2; 6; 6; 0; 13; 0; 7]; [3; 5; 3; 0; 3]],reversible
12a_806,(3*a^4+ 2*a^6)*z^(0)+ (-a^3-5*a^5-4*a^7)*z^(1)+ (3*a^2-a^4-6*a^6-2*a^8)*z^(2)+ (2*a^(-1)-4*a^3+ 2*a^5+ 10*a^7+ 6*a^9)*z^(3)+ (-a^(-2)+ 10-19*a^4+ 5*a^6+ 11*a^8-2*a^10)*z^(4)+ (-8*a^(-1)+ 9*a+ 24*a^3+ 18*a^5+ a^7-10*a^9)*z^(5)+ (a^(-2)-22-6*a^2+ 37*a^4+ 3*a^6-16*a^8+ a^10)*z^(6)+ (5*a^(-1)-24*a-35*a^3-23*a^5-13*a^7+ 4*a^9)*z^(7)+ (11-8*a^2-35*a^4-9*a^6+ 7*a^8)*z^(8)+ (13*a+ 13*a^3+ 8*a^5+ 8*a^7)*z^(9)+ (9*a^2+ 16*a^4+ 7*a^6)*z^(10)+ (3*a^3+ 3*a^5)*z^(11),[0; 11; [4; 6; 3; 0; 2]; [3; 7; -1; 0; -5; 0; -4]; [2; 8; 3; 0; -1; 0; -6; 0; -2]; [-1; 9; 2; 0; 0; 0; -4; 0; 2; 0; 10; 0; 6]; [-2; 10; -1; 0; 10; 0; 0; 0; -19; 0; 5; 0; 11; 0; -2]; [-1; 9; -8; 0; 9; 0; 24; 0; 18; 0; 1; 0; -10]; [-2; 10; 1; 0; -22; 0; -6; 0; 37; 0; 3; 0; -16; 0; 1]; [-1; 9; 5; 0; -24; 0; -35; 0; -23; 0; -13; 0; 4]; [0; 8; 11; 0; -8; 0; -35; 0; -9; 0; 7]; [1; 7; 13; 0; 13; 0; 8; 0; 8]; [2; 6; 9; 0; 16; 0; 7]; [3; 5; 3; 0; 3]],reversible
